區別,里別,活動中心名稱,地址,經度,緯度
白河區,草店里,草店里中山堂,臺南市白河區草店里3鄰草店29-1號,23.3932656,120.439479
白河區,內角里,內角里中山堂,臺南市白河區內角里2鄰內角30號,23.3975143,120.4391585
白河區,汴頭里,汴頭里中山堂,臺南市白河區汴頭里9鄰內枋林22號,23.3678557,120.461686
白河區,昇安里,昇安里中山堂,臺南市白河區昇安里4鄰三間厝51-6號,23.364497,120.434218
白河區,大竹里,大竹里活動中心,臺南市白河區大竹里1鄰大排竹3號,23.3681829,120.4124366
白河區,崎內里,崎內里活動中心,臺南市白河區崎內里3鄰內崎內19-1號,23.370775,120.455845
白河區,竹門里,竹門里活動中心,臺南市白河區竹門里9鄰竹子門113-5號,23.3769445,120.4449593
白河區,虎山里,虎山里社區活動中心,臺南市白河區虎山里2鄰木屐寮28-5號,23.3530109,120.4559258
白河區,甘宅里,甘宅里集會所,臺南市白河區甘宅里1鄰甘宅13號,23.3811623,120.4389474
白河區,內角里,內角里活動中心,臺南市白河區內角里6鄰內角84之18號,23.400607,120.437861
柳營區,士林里,士林里活動中心,臺南市柳營區士林里博愛街18號,23.3043683,120.3153515
柳營區,中埕里,中埕里活動中心,臺南市柳營區中埕里360號,23.2709169,120.3190457
柳營區,東昇里,柳營聯合活動中心,臺南市柳營區東昇里中山西路二段19巷35號,23.2771668,120.3174397
柳營區,八翁里,八翁里集會所,臺南市柳營區八翁里8鄰70-1號,23.2694095,120.2945362
柳營區,人和里,人和里農民活動中心,臺南市柳營區人和里柳營路3段420巷1弄2號,23.2944986,120.3135467
柳營區,八翁里,八翁里活動中心,臺南市柳營區八翁里4鄰62-4號,23.2694095,120.2945362
柳營區,太康里,太康里活動中心,臺南市柳營區太康里113號,23.2876668,120.3349024
柳營區,篤農里,小腳腿多功能活動中心,臺南市柳營區篤農里6鄰小腳腿226號-1,23.2867094,120.3709331
柳營區,大農里,大農里活動中心,臺南市柳營區大農里義士路一段450號,23.2822584,120.3748911
柳營區,神農里,果毅後多功能活動中心,臺南市柳營區神農里6鄰果毅後284-5號,23.2613107,120.3579632
柳營區,神農里,新厝社區活動中心,臺南市柳營區神農里新厝18-1號,23.261072,120.347651
柳營區,果毅里,果毅里活動中心,臺南市柳營區果毅里61-1號,23.2522719,120.3752561
柳營區,旭山里,旭山里活動中心,臺南市柳營區旭山里山子腳9-1號,23.2806957,120.3550808
柳營區,旭山里,新吉庄活動中心,臺南市柳營區旭山里新吉庄16-30號,23.266236,120.385412
後壁區,土溝里,土溝里活動中心,臺南市後壁區土溝里7鄰土溝56-18號,23.3756686,120.3905324
後壁區,菁豊里,菁豊里活動中心,臺南市後壁區菁豊里前菁寮74號,23.377619,120.344304
後壁區,"嘉田里
嘉民里",嘉田嘉民里聯合活動中心,臺南市後壁區嘉田里5鄰上茄苳46-28號,23.3882052,120.3853425
後壁區,後壁里,後壁侯伯社區聯合活動中心,臺南市後壁區後壁里12鄰後壁193號,23.3659836,120.3619362
後壁區,新嘉里,新嘉里活動中心,臺南市後壁區新嘉里16鄰172號,23.3689041,120.3060706
後壁區,烏樹里,烏樹里活動中心,臺南市後壁區烏樹里3鄰烏樹林28之5號,23.3380754,120.3752561
東山區,大客里,臺南市東山區大客里活動中心,臺南市東山區大客里1鄰大庄5-1號,23.310312,120.410072
麻豆區,大埕里,大埕里活動中心,臺南市麻豆區大埕里16鄰大同街26-2號,23.1865721,120.2460075
麻豆區,南勢里,南勢里活動中心,臺南市麻豆區南勢里36-204號,23.1863593,120.2691031
麻豆區,埤頭里,埤頭里活動中心,臺南市麻豆區埤頭里12鄰埤頭110-1號,23.196221,120.22745
麻豆區,總榮里,總榮里活動中心,臺南市麻豆區總榮里3鄰總爺庄32號之1,23.1766577,120.270022
麻豆區,東角里,東角里活動中心,臺南市麻豆區東角里9鄰忠孝路44-1號,23.1839989,120.256533
麻豆區,"中興里
興農里",中興興農里活動中心,臺南市麻豆區中興里15鄰自由路8號之6,23.180424,120.244511
下營區,茅港里,中營地區民眾活動中心,臺南市下營區茅港里5鄰茅港尾81之1號,23.2167119,120.28289
六甲區,六甲里,六甲里活動中心,臺南市六甲區六甲里信義街238巷14弄17號,23.228996,120.3489279
六甲區,甲南里,甲南里活動中心,臺南市六甲區甲南里珊瑚路17巷2號之1,23.2270627,120.3524907
六甲區,七甲里,七甲龍湖聯合多功能活動中心,臺南市六甲區七甲里七甲街89巷2號,23.2206073,120.3452638
六甲區,中社里,中社里活動中心,臺南市六甲區中社里中社351號,23.238943,120.325088
六甲區,中社里,港子頭活動中心,臺南市六甲區中社里港子頭30號,23.243421,120.325036
六甲區,龜港里,龜港里活動中心,臺南市六甲區龜港里龜子港80巷38弄8號,23.252873,120.309742
六甲區,菁埔里,菁埔里活動中心,臺南市六甲區菁埔里菁埔83號,23.235499,120.303568
六甲區,王爺里,王爺里活動中心,臺南市六甲區王爺里番子坑27號北邊,23.226084,120.398611
六甲區,二甲里,二甲里活動中心,臺南市六甲區二甲里建工街266號,23.2279003,120.3460234
六甲區,大丘里,大丘里活動中心,臺南市六甲區大丘里大丘園5號,23.2187098,120.4365315
官田區,隆本里,隆本里活動中心,臺南市官田區隆本里18鄰興隆街33號,23.1981102,120.3158321
官田區,拔林里,拔林里活動中心,臺南市官田區拔林里6鄰拔子林43號之7,23.1730054,120.3208349
官田區,嘉南里,嘉南里活動中心,臺南市官田區嘉南里3鄰嘉南22號,23.205409,120.366424
官田區,南?里,南?里活動中心,臺南市官田區南?里5鄰南?65-2號,23.2112355,120.3031871
佳里區,六安里,六里聯合活動中心,臺南市佳里區東寧里19鄰佳東路327巷20號,23.1624709,120.1813004
佳里區,佳化里,佳化里活動中心,臺南市佳里區佳化里4鄰佳里興36之2號,23.1881469,120.1964522
學甲區,豐和里,豐和里活動中心,臺南市學甲區豐和里10鄰美豐82-5號,23.2224424,120.1993381
學甲區,慈福里,慈福里活動中心,臺南市學甲區慈福里1鄰民生路1號,23.2306384,120.1835304
西港區,永樂里,永樂里活動中心,臺南市西港區永樂里7鄰大塭寮59-35號,23.0940808,120.1776926
西港區,港東里,港東里活動中心,臺南市西港區港東里11鄰烏竹林58-5號,23.1242224,120.2195374
西港區,新復里,新復里活動中心,臺南市西港區新復里9鄰溪埔寮19-9號,23.08697,120.184727
七股區,永吉里,永吉里多功能活動中心,臺南市七股區永吉里1鄰永吉16之8號,23.1006418,120.1271727
七股區,大埕里,大埕番仔塭活動中心,臺南市七股區大埕里1鄰大埕126之1號,23.1453614,120.144496
七股區,竹橋里,竹橋里多功能活動中心,臺南市七股區竹橋里3鄰竹橋33之1號,23.1013771,120.1597343
七股區,義合里,義合里多功能活動中心,臺南市七股區義合里9鄰義合72之2號,23.1035949,120.1387218
七股區,?榔里,?榔里多功能活動中心,臺南市七股區?榔里5鄰?榔42之1號,23.0957821,120.1423849
七股區,大潭里,大潭里頂潭活動中心,臺南市七股區大潭里頂潭32-1號,23.1891176,120.134391
七股區,城內里,城內里活動中心,臺南市七股區城內里3鄰城內16之3號,23.1746469,120.1329474
將軍區,嘉昌里,嘉昌里活動中心,臺南市將軍區嘉昌里北嘉98-5號,查無經緯度,查無經緯度
將軍區,廣山里,廣山里活動中心,臺南市將軍區廣山里97-6號,23.2200538,120.1213978
北門區,錦湖里,北馬社區活動中心,臺南市北門區錦湖里15鄰渡子頭154之1號,23.2941931,120.1647036
北門區,仁里里,仁里里活動中心,臺南市北門區仁里里二重港27號,23.2439344,120.1355158
新化區,協興里,協興里活動中心,臺南市新化區太平街125號,23.0381592,120.3008937
新化區,崙頂里,崙頂里活動中心,臺南市新化區崙頂里崙子頂422號,23.0227024,120.2877644
新化區,唪口里,唪口里活動中心,臺南市新化區唪口里唪口106-3號,23.0407768,120.2977953
新化區,北勢里,北勢里活動中心,臺南市新化區北勢里39號,23.0506082,120.2887685
新化區,豐榮里,豐榮里活動中心,臺南市新化區豐榮里洋子164號,23.0338219,120.2982378
新化區,全興里,全興里活動中心,臺南市新化區全興里竹子腳73號,23.030906,120.292876
新化區,知義里,知義社區活動中心,臺南市新化區知義里知母義171號,23.024023,120.314088
新化區,大坑里,大坑社區活動中心,臺南市新化區大坑里大坑尾182號,23.012628,120.385707
新化區,礁坑里,礁坑里活動中心,臺南市新化區礁坑里36崙152號,23.043014,120.366398
新化區,礁坑里,礁坑社區活動中心,臺南市新化區礁坑子25號,23.0449002,120.351248
新化區,太平里,新化區聯合里活動中心,臺南市新化區太平里,23.0500798,120.3103958
善化區,牛庄里,牛庄社區活動中心,臺南市善化區牛庄1-1號,23.138238,120.319658
善化區,胡家里,胡家里活動中心,臺南市善化區胡家里胡厝寮70號,23.1449503,120.2759787
善化區,六德里,六德里活動中心,臺南市善化區六德里六分寮227-1號,23.151602,120.299703
善化區,田寮里,田寮里活動中心,臺南市善化區田寮里六分寮168號之9,23.1541333,120.304806
善化區,胡厝里,胡厝里活動中心,臺南市善化區胡厝里西衛32-2號,23.1342537,120.2596276
善化區,南關里,南關里活動中心,臺南市善化區三民路6-6號,23.1292156,120.2878131
新市區,永就里,永就社區活動中心,臺南市新市區永就里94之3號,23.0642791,120.3003035
新市區,三舍里,三舍社區活動中心,臺南市新市區三舍里67號,23.0976924,120.2945362
新市區,港墘里,港墘社區活動中心,臺南市新市區港墘里華美街11-1號,23.0756118,120.2985113
新市區,大營里,營頭活動中心,臺南市新市區大營里213號,23.0994096,120.3118375
新市區,潭頂里,潭頂社區活動中心,臺南市新市區潭頂里261-1號,23.0742985,120.3291365
新市區,大社里,大社社區活動中心,臺南市新市區大社里159號,23.0903938,120.3291365
山上區,明和里,明和里農民教育活動中心,臺南市山上區明和里11鄰98號,23.1147826,120.3406679
山上區,明和里,北勢洲農民教育活動中心,臺南市山上區明和里北勢洲51-1號,23.1147935,120.3345602
山上區,南洲里,南洲里農民教育活動中心,臺南市山上區南洲里8鄰197號,23.0958254,120.3478746
山上區,山上里,山上里農民教育活動中心,臺南市山上區山上里8鄰134-1號,23.101435,120.3594043
山上區,新莊里,新莊里活動中心,臺南市山上區新莊里3鄰30-3號,23.08967,120.3579632
山上區,新莊里,新莊里大庄活動中心,臺南市山上區新莊里9鄰大庄32號,查無經緯度,查無經緯度
山上區,豐德里,豐德里中山堂,臺南市山上區豐德里4鄰隙仔口49-2號,查無經緯度,查無經緯度
山上區,平陽里,平陽里活動中心,臺南市山上區平陽里石仔崎48號,23.0860157,120.3752561
玉井區,竹圍里,竹圍里中山堂,臺南市玉井區竹圍里81號,23.1337231,120.478965
玉井區,沙田里,沙田活動中心,臺南市玉井區沙田里33之3號,23.1139727,120.4962417
玉井區,三埔里,三埔里多功能活動中心,臺南市玉井區三埔里1鄰三埔15-1號,23.095386,120.4830548
玉井區,望明里,望明里活動中心,臺南市玉井區望明里7鄰望明76號,23.1061031,120.455903
玉井區,層林里,層林活動中心,臺南市玉井區層林里115號,23.0878341,120.4300017
玉井區,豐里里,豐里里活動中心,臺南市玉井區豐里里豐里59之10號,23.1229036,120.4443403
玉井區,"玉井里
玉田里",玉井、玉田活動中心,臺南市玉井區玉井里中正路7號,23.1218936,120.4593371
玉井區,中正里,斗六活動中心,臺南市玉井區中正里119-2號,23.1448237,120.464566
南化區,小崙里,小崙里中山堂,臺南市南化區小崙里60-1號,23.0517371,120.4991209
南化區,中坑里,中坑里中山堂,臺南市南化區中坑里38-3號,23.0540775,120.4501653
南化區,中坑里,中坑里活動中心,臺南市南化區中坑里38-6號,23.0540775,120.4501653
南化區,北平里,北平里活動中心,臺南市南化區北平里53-5號,23.0722287,120.4530456
南化區,西埔里,西埔里活動中心,臺南市南化區西埔里60-2號,23.0293455,120.4530456
南化區,玉山里,玉山里多功能活動中心,臺南市南化區玉山里65號,23.0913916,120.5394232
南化區,玉山里,茅埔活動中心,臺南市南化區玉山里132-3號,23.0913916,120.5394232
南化區,關山里,關山里活動中心,臺南市南化區關山里84-3號,23.1672655,120.5854674
南化區,北寮里,北寮里活動中心,臺南市南化區北寮里3號,23.077801,120.491534
左鎮區,光和里,光和里活動中心,臺南市左鎮區光和里51之10號,23.0645624,120.3752561
左鎮區,榮和里,榮和里活動中心,臺南市左鎮區榮和里60之7號,23.0716338,120.3925467
左鎮區,左鎮里,左鎮社區活動中心,臺南市左鎮區左鎮里39號,23.047747,120.4040725
左鎮區,內庄里,內庄社區活動中心,臺南市左鎮區內庄里37號,23.0451274,120.4227997
左鎮區,二寮里,二寮里中山堂,臺南市左鎮區二寮里27號,22.9863293,120.4155972
左鎮區,澄山里,澄山里活動中心,臺南市左鎮區澄山里77-2號,23.0200795,120.3954282
左鎮區,岡林里,岡林里活動中心,臺南市左鎮區岡林里31號,23.0259348,120.4184782
仁德區,太子里,太子土庫聯合活動中心,臺南市仁德區太子里土庫路2號,22.9911719,120.2603824
仁德區,土庫里,土庫里活動中心,臺南市仁德區土庫里土庫三街39巷23弄11號,22.9888317,120.2604566
仁德區,一甲里,一甲社區活動中心,臺南市仁德區一甲里忠義路256號,22.9765594,120.2548452
仁德區,仁義里,仁義里活動中心,臺南市仁德區仁義里仁義路130-2號,22.9683434,120.2558306
仁德區,仁德里,仁德里活動中心,臺南市仁德區仁德里23鄰文心路138號,22.9721193,120.240889
仁德區,上崙里,蔦松腳活動中心,臺南市仁德區上崙里上崙子211-9號,22.9385802,120.2599266
仁德區,田厝里,田厝社區活動中心,臺南市仁德區田厝里保安路二段481號,22.9220899,120.2381181
仁德區,三甲里,三甲社區活動中心,臺南市仁德區三甲里三甲子11-17號,22.9326731,120.2368486
仁德區,成功里,成功里活動中心,臺南市仁德區成功里保華路245號,22.9592923,120.2260941
仁德區,"仁和里
仁愛里",和愛社區活動中心,臺南市仁德區仁愛里仁愛7-1號,22.9950159,120.1974372
仁德區,"中洲里
中生里     ",中洲中生聯合活動中心,臺南市仁德區中洲里中洲274號,22.9056447,120.2526809
歸仁區,大廟里,大廟里活動中心,臺南市歸仁區大廟里19鄰大廟一街38巷20號,22.9957259,120.2761715
歸仁區,許厝里,許厝里活動中心,臺南市歸仁區許厝里中山路一段437巷9號,22.965983,120.2993363
歸仁區,六甲里,六甲里活動中心,臺南市歸仁區六甲里民生十二街41號,22.9547108,120.278302
歸仁區,沙崙里,沙崙里活動中心,臺南市歸仁區沙崙里沙崙269號,22.939129,120.311089
歸仁區,後市里,後市里活動中心,臺南市歸仁區後市里國光街55號,22.9683058,120.2897546
歸仁區,歸仁里,歸仁里活動中心,臺南市歸仁區歸仁里忠孝北路221號,22.9709549,120.298694
歸仁區,"南保里
南興里",南保里南興里活動中心,臺南市歸仁區文化街三段208號,22.9703663,120.2836055
歸仁區,崙頂里,崙頂里活動中心,臺南市歸仁區崙頂里崙頂街38號,22.9597818,120.2964715
歸仁區,辜厝里,辜厝里活動中心,臺南市歸仁區辜厝里大順三街42號,22.9641574,120.2920786
歸仁區,西埔里,西埔里活動中心,臺南市歸仁區西埔里保大路二段166號,22.9971096,120.2876413
歸仁區,八甲里,八甲里活動中心,臺南市歸仁區八甲里大明三街9號,22.9741935,120.2979582
關廟區,東勢里,東勢里活動中心,臺南市關廟區東勢里旺萊路139巷12號,22.9538511,120.334588
關廟區,五甲里,五甲里活動中心,臺南市關廟區五甲里大富街86號,22.9519175,120.3279477
關廟區,新光里,新光里中山堂,臺南市關廟區新光里新光街41-1號,22.97186,120.3525934
關廟區,"埤頭里
下潮里",埤頭下湖聯合里活動中心,臺南市關廟區埤頭里11鄰關新路二段142號,22.997368,120.3070818
龍崎區,大坪里,大坪里民活動中心,臺南巿龍崎區大坪里37之2號,22.9334133,120.3867834
龍崎區,石里,石石??里民活動中心,臺南巿龍崎區石??里4鄰刺子崙13號之3,22.9540045,120.378138
龍崎區,牛埔里,牛埔里民活動中心,臺南巿龍崎區牛埔里2鄰牛埔21號,22.9263357,120.4068501
龍崎區,龍船里,龍船里活動中心,臺南巿龍崎區龍船里2鄰苦苓湖10號1樓,22.9522222,120.4322222
永康區,烏竹里,烏竹活動中心,臺南市永康區烏竹北街85號,23.0451611,120.263187
永康區,西灣里,西灣里活動中心,臺南市永康區西灣里永華路201巷12號,23.0102718,120.2584932
永康區,西橋里,西橋活動中心,臺南市永康區中山南路43巷7號,23.01327,120.232315
永康區,東灣里,東灣里活動中心,臺南市永康區東灣里民族路291號,23.0054051,120.269078
永康區,王行里,王行里活動中心,臺南市永康區王行里王行路866巷29弄118號,23.0054047,120.2339679
永康區,安康里,安康里活動中心,臺南市永康區安康里中華西街122巷62號,23.0514579,120.277578
永康區,復興里,復興里活動中心,臺南市永康區復興里復興路356巷13號,23.014561,120.246974
永康區,勝利里,勝利里活動中心,臺南市永康區勝華街37巷39號,23.0153729,120.2274482
永康區,復華里,復華里活動中心,臺南市永康區復華里國華街110號,22.9990546,120.2413835
永康區,龍潭里,龍潭里活動中心,臺南市永康區龍國街400號,23.0318772,120.2675133
永康區,鹽洲里,鹽洲里活動中心,臺南市永康區鹽洲里鹽行路100巷40弄16號,23.0444166,120.2336109
永康區,中興里,中興里活動中心,臺南市永康區中興里中興街40號,23.006591,120.240139
永康區,尚頂里,尚頂里活動中心,臺南市永康區中華路920號,23.0216088,120.2212388
永康區,甲頂里,甲頂里活動中心,臺南市永康區中華路920號,23.0216088,120.2212388
永康區,新樹里,新樹里活動中心,臺南市永康區富強路二段98號,23.0231115,120.2748838
永康區,六合里,六合里活動中心,臺南市永康區中華二路358巷43號,23.0090957,120.2301482
永康區,北灣里,北灣里活動中心,臺南市永康區文賢街332號,23.0122549,120.2692265
永康區,中華里,中華里活動中心,臺南市永康區忠勇街51號,23.00077535,120.2380043
永康區,復國里,復國里活動中心,臺南市永康區復國二路46號,23.0054164,120.2472343
永康區,東橋里,東橋里活動中心,臺南市永康區東橋十街158號,23.0225804,120.2333068
永康區,大橋里,大橋里活動中心,臺南市永康區大橋三街230號,23.0206001,120.228619
永康區,鹽行里,鹽行社教文化會館,臺南市永康區鹽洲里正南八街1號,23.0211779,120.2628111
永康區,大橋里,大橋集會所,臺南市永康區中華路898-1號,23.0210205,120.2220676
永康區,崑山里,崑山里活動中心,臺南市永康區崑山街222巷11號,23.0051467,120.2600379
永康區,建國里,建國里活動中心,臺南市永康區復興路1巷3弄23號,22.997539,120.24991
永康區,埔園里,埔園里活動中心,臺南市永康區埔園里永大路三段618巷111號,23.038503,120.259865
東區,富強里,富強里活動中心,臺南市裕農路446巷88號,22.9856651,120.2318519
東區,大同里,大同里活動中心,臺南市東區府連路182巷29號,22.9841669,120.2129157
東區,崇明里,崇明里活動中心,臺南市中華東路三段569號,22.9724047,120.21514
東區,崇誨里,崇誨里活動中心,臺南市林森路2段192巷15號,22.989778,120.224691
東區,大智里,大智里活動中心,臺南市德東街90號,22.9615898,120.2302508
東區,大德里,大德里活動中心,臺南市立德十路30巷51號,22.9769778,120.2145772
東區,忠孝里,忠孝里活動中心,臺南市中華東路三段498號,22.9731707,120.2178283
東區,富裕里,富裕里活動中心,臺南市東門路二段365巷35號,22.9834688,120.2281619
東區,崇德里,崇德里活動中心,臺南市崇德七街30巷2號,22.974976,120.2284105
東區,衛國里,衛國里活動中心,臺南市衛國街114巷28號,22.9878743,120.2246663
東區,新東里,新東里活動中心,臺南市林森路二段48號,22.986647,120.223165
東區,成大里,成大里活動中心,臺南市東區大學路西段65-5號,22.9962661,120.216736
東區,東聖里,東聖里活動中心,臺南中華東路二段133巷57弄34號,22.9849847,120.2347333
東區,崇善里,崇善里活動中心,臺南市仁和路70巷38號,22.9757474,120.229981
東區,裕農里,裕農里活動中心,臺南市裕農路379號,22.987755,120.230394
東區,路東里,路東里活動中心,臺南市大同路二段61巷5號,22.9807217,120.2124244
東區,自強里,自強里活動中心,臺南市富農街一段225號,22.9835794,120.2351838
東區,復興里,復興里活動中心,臺南市裕忠路456號,22.979866,120.2416561
東區,德光里,德光里活動中心,臺南市崇德路111號,22.9793567,120.2197975
東區,和平里,和平里活動中心,臺南文化路100號,23.163273,120.180103
東區,裕聖里,裕聖里活動中心,臺南市裕文路286號,22.9823205,120.2457402
東區,虎尾里,虎尾里活動中心,臺南市富農街一段188巷10弄7號,22.981565,120.235004
東區,德高里,德高里活動中心,臺南市仁和路196號,22.9690463,120.2345486
東區,莊敬里,莊敬里活動中心,臺南市莊敬路205巷23號,22.9969634,120.23219
東區,泉南里,泉南里活動中心,臺南市府連路326巷2號,22.984729,120.2154275
東區,"崇文里
崇成里",崇文崇成里聯合活動中心,臺南市東區崇德路691及693號,22.968559,120.227651
東區,大福里,大福里活動中心,臺南市東區大福里立德9路46號,22.9767343,120.2153575
東區,東明里,東明里臨時活動中心,臺南市東區東明里東安路257號,22.9964289,120.2272225
南區,建南里,建南里活動中心,臺南市南區興隆路83號,22.9587805,120.1931703
南區,光明里,光明里活動中心,臺南市南區新建路17巷13號,22.9728066,120.1859198
南區,文南里,文南里活動中心,臺南市南區建南路154號3-4樓,22.9850538,120.1901566
南區,廣州里,廣州里活動中心,臺南市南區健民街2號,22.9845261,120.1946789
南區,大成里,大成里活動中心,臺南市西門路一段312巷37號2樓,22.981041,120.199007
南區,府南里,府南里活動中心,臺南市南區永成路三段529號,22.9743809,120.195244
南區,新昌里,新昌里活動中心,臺南市南區府緯街136號,22.9838872,120.1957844
南區,再興里,再興里活動中心,臺南市南區金華路二段236號,22.9810279,120.1916004
南區,省躬里,灣裡聯合里活動中心,臺南市南區灣裡路67號,22.9322091,120.180997
南區,竹溪里,竹溪里活動中心,臺南市南區健康路一段113巷51弄1號,22.978203,120.2096402
南區,日新里,日新里活動中心,臺南市南區利南街136號,22.9715578,120.1888414
南區,明亮里,明亮里活動中心,臺南市南區新都路396號,22.9671617,120.1947185
南區,新生里,新生里活動中心,臺南市南區大同路二段136巷5弄12號,22.9782979,120.2122857
南區,南都里,南都里活動中心,臺南市南區南都里9鄰中華南路二段247-2號,22.961445,120.187074
南區,大恩里,大恩里活動中心,臺南市南區大同路2段750巷186號,22.9764515,120.2139283
南區,南華里,南華里活動中心,臺南市南區中華南路2段400巷2弄29號,22.9621334,120.1855877
南區,鯤鯓里,鯤鯓里活動中心,臺南市南區鯤鯓里66巷7號,22.9595141,120.1714606
南區,開南里,開南里活動中心,臺南市南區開南里新建路48號,22.9670605,120.1852731
南區,彰南里,彰南里活動中心,臺南市南區新建路12號,22.9670605,120.1852731
南區,明德里,明德里活動中心,臺南市南區明德里大成路1段61巷32號,22.975172,120.20254
北區,"振興里
華興里",華興振興里聯合活動中心,臺南市北區林森路三段181號,23.0066086,120.2241747
北區,新勝里,新勝里活動中心,臺南市北區北園街8巷8、10號1-3樓,23.0104763,120.2233442
北區,長榮里,長榮里活動中心,臺南市北區長榮路5段41巷46號,23.0101118,120.220657
北區,勝安里,勝安里活動中心,臺南市北區開元路73巷21號,23.0055855,120.2150387
北區,公園里,公園里活動中心,臺南市北區公園南路39號,23.0001564,120.2116196
北區,永祥里,永祥里活動中心,臺南市北區實踐街85巷2號,23.0145383,120.2195684
北區,小康里,小康里文康活動中心,臺南市北區實踐街17之1號,23.0144071,120.2174478
北區,成功里,成功里活動中心,臺南市北區中華北路二段237號之1,23.0216251,120.2054456
北區,國姓里,國姓里活動中心,臺南市北區公園路433巷15號一樓,23.0077939,120.2090093
北區,"延平里
六甲里",延平六甲里聯合活動中心,臺南市北區公園路七五八巷四三號,23.010478,120.2121782
北區,"文元里
文成里",文元文成里聯合活動中心,臺南市北區和緯路3段370號,23.0098197,120.1938369
北區,賢北里,賢北里文康活動中心,臺南市北區賢北街108號,23.0092109,120.1827755
北區,和順里,和順里活動中心,臺南市北區公園南路406號,23.0038331,120.201242
北區,"開元里
元寶里",開元元寶里活動中心,臺南市北區北園街114巷11號,23.0095693,120.2231774
北區,仁愛里,仁愛里活動中心,臺南市北區東豐路227巷24弄17號,23.0039327,120.2205535
北區,國興里,國興里活動中心,臺南市北區南園街101巷71弄11號,23.0081474,120.2258835
北區,三德里,三德里活動中心,臺南市北區長北街50號,23.0008064,120.2040991
北區,大豐里,大豐里活動中心,臺南市北區武聖路315號,23.008084,120.1872052
北區,興北里,興北里活動中心,臺南市北區公園路634巷75號,23.007706,120.2117463
北區,光武里,光武里活動中心,臺南市北區北門路二段591號,23.0119894,120.2164217
北區,成德里,成德里活動中心,臺南市北區育德三街42號,23.0154955,120.2015215
北區,長德里,長德里活動中心,臺南市北區長德街101號,23.0081495,120.2259414
北區,玉皇里,玉皇里活動中心,臺南市北區佑民街45號,22.9990941,120.2058412
安南區,安順里,安順里活動中心,臺南市安南區安順里育安街211號,23.0507823,120.2152286
安南區,溪心里,溪心里活動中心,臺南市安南區溪心里功安一街162號,23.0495978,120.1802038
安南區,淵中里,淵中里活動中心,臺南市安南區淵中里安中路三段381號,23.0489683,120.1748415
安南區,溪頂、溪東里,溪頂溪東里聯合活動中心,臺南市安南區府安路四段220號,23.0247031,120.2056536
安南區,海佃、國安里,海佃國安里聯合活動中心,臺南市安南區郡安路六段111巷36弄2號,23.0272041,120.184923
安南區,淵東里,淵東里活動中心,臺南市安南區淵東里智安二街70號,23.0520328,120.1773935
安南區,新順里,新順里活動中心,臺南市安南區新順里慶安路220巷5號,23.044805,120.214126
